"player_id","web_name","first_name","second_name","id","kickoff_time","kickoff_time_formatted","team_h_score","team_a_score","was_home","round","total_points","value","transfers_balance","selected","transfers_in","transfers_out","loaned_in","loaned_out","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","open_play_crosses","big_chances_created","clearances_blocks_interceptions","recoveries","key_passes","tackles","winning_goals","attempted_passes","completed_passes","penalties_conceded","big_chances_missed","errors_leading_to_goal","errors_leading_to_goal_attempt","tackled","offside","target_missed","fouls","dribbles","element","fixture","opponent_team"
1,"Cech","Petr","Cech",2121,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,2,50,-3297,123310,8837,12134,0,0,90,0,0,0,1,0,0,0,0,0,1,0,13,"14.2","0.0","0.0","1.4",0,0,0,2,13,0,0,0,33,23,0,0,0,0,0,0,0,0,0,1,46,15
2,"Leno","Bernd","Leno",2122,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,0,48,-7085,77555,754,7839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,15
3,"Koscielny","Laurent","Koscielny",2123,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,0,55,-340,5961,64,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,15
4,"Bellerín","Héctor","Bellerín",2124,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,2,54,-65120,609539,16982,82102,0,0,90,0,0,0,1,0,0,0,0,0,0,0,12,"15.2","10.8","8.0","3.4",0,1,0,3,3,0,0,0,43,36,0,0,0,0,2,0,0,0,1,4,46,15
5,"Monreal","Nacho","Monreal",2125,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,2,55,471,106453,16803,16332,0,0,90,0,0,0,1,0,0,0,0,0,0,0,12,"19.0","5.2","2.0","2.6",0,0,0,7,4,0,0,0,62,54,0,0,0,0,0,0,0,2,0,5,46,15
6,"Holding","Rob","Holding",2126,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,0,44,-1982,28592,298,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,15
7,"Mustafi","Shkodran","Mustafi",2127,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,2,54,3049,70029,7162,4113,0,0,90,0,0,0,1,0,0,0,0,0,0,0,17,"20.6","4.0","0.0","2.5",0,0,0,7,3,0,2,0,60,51,0,0,0,0,1,0,0,0,0,7,46,15
8,"Kolasinac","Sead","Kolasinac",2128,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,0,49,-1492,16607,55,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,15
9,"Chambers","Calum","Chambers",2129,"2018-09-15T14:00:00Z","15 Sep 15:00",3,0,FALSE,5,0,44,-9195,71301,704,9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,13
10,"Mavropanos","Konstantinos","Mavropanos",2130,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,0,48,-762,7851,110,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46,15
11,"Lichtsteiner","Stephan","Lichtsteiner",2131,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,0,48,-10917,69989,550,11467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,15
12,"Sokratis","Sokratis","Papastathopoulos",2132,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,2,53,-10449,91179,1090,11539,0,0,90,0,0,0,1,0,0,0,0,0,0,0,13,"19.6","0.4","4.0","2.4",0,0,0,6,3,0,1,0,66,59,0,0,0,0,1,0,1,1,0,12,46,15
13,"Özil","Mesut","Özil",2133,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,10,83,-14570,149837,5554,20124,0,0,90,1,0,0,1,0,0,0,0,0,0,3,35,"44.0","47.3","23.0","11.4",0,1,0,0,4,3,0,1,38,34,0,0,0,0,1,0,0,1,1,13,46,15
14,"Ramsey","Aaron","Ramsey",2134,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,3,74,3939,67200,13533,9594,0,0,79,0,0,1,0,0,0,0,0,0,0,0,12,"12.0","31.8","2.0","4.6",0,1,0,0,11,2,0,0,55,47,0,0,0,0,4,0,0,1,1,14,46,15
15,"Iwobi","Alex","Iwobi",2135,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,0,55,-22134,79017,5804,27938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,15
16,"Elneny","Mohamed","Elneny",2136,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,0,44,-8141,127820,4757,12898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,15
