"player_id","web_name","first_name","second_name","id","kickoff_time_formatted","event_name","opponent_name","opponent_short_name","is_home","difficulty","code","kickoff_time","team_h_score","team_a_score","finished","minutes","provisional_start_time","finished_provisional","event","team_a","team_h"
1,"Cech","Petr","Cech",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
2,"Leno","Bernd","Leno",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
3,"Koscielny","Laurent","Koscielny",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
4,"Bellerín","Héctor","Bellerín",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
5,"Monreal","Nacho","Monreal",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
6,"Holding","Rob","Holding",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
7,"Mustafi","Shkodran","Mustafi",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
8,"Kolasinac","Sead","Kolasinac",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
9,"Chambers","Calum","Chambers",45,"15 Sep 15:00","Gameweek 5","Man City","MCI",FALSE,5,987636,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,9,13
10,"Mavropanos","Konstantinos","Mavropanos",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
11,"Lichtsteiner","Stephan","Lichtsteiner",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
12,"Sokratis","Sokratis","Papastathopoulos",46,"15 Sep 15:00","Gameweek 5","Newcastle","NEW",FALSE,3,987637,"2018-09-15T14:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,5,1,15
