"","id","photo","web_name","team_code","status","code","first_name","second_name","squad_number","news","now_cost","news_added","chance_of_playing_this_round","chance_of_playing_next_round","value_form","value_season","cost_change_start","cost_change_event","cost_change_start_fall","cost_change_event_fall","in_dreamteam","dreamteam_count","selected_by_percent","form","transfers_out","transfers_in","transfers_out_event","transfers_in_event","loans_in","loans_out","loaned_in","loaned_out","total_points","event_points","points_per_game","ep_this","ep_next","special","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","element_type","team"
"64",62,"20529.jpg","Murray",36,"a",20529,"Glenn","Murray",17,"",65,"2018-08-04T08:01:10Z",100,100,"0.3","0.3",0,0,0,0,FALSE,0,"0.8","2.0",1598,442,1598,442,0,0,0,0,2,2,"2.0","2.0","1.0",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,1,"3.6","1.8","6.0","1.1",0,"FWD","BHA"
"65",63,"38499.jpg","Hemed",36,"a",38499,"Tomer","Hemed",25,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",778,230,778,230,0,0,0,0,0,0,"0.0","1.3","0.3",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","BHA"
"66",64,"28462.jpg","Baldock",36,"u",28462,"Sam","Baldock",9,"Transferred to Reading",45,"2018-08-01T08:30:27Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.5","0.0",2208,78,2208,78,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","BHA"
"67",65,"106757.jpg","Locadia",36,"a",106757,"Jürgen","Locadia",9,"",55,"2018-07-23T12:31:08Z",100,100,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",417,193,417,193,0,0,0,0,0,0,"0.0","1.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","BHA"
"68",66,"93284.jpg","Andone",36,"i",93284,"Florin","Andone",10,"Knock - Expected back 19 Aug",50,"2018-08-04T08:01:10Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",338,59,338,59,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","BHA"
"69",179,"50093.jpg","Button",36,"a",50093,"David","Button",27,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"1.8","0.0",1180,562,1180,562,0,0,0,0,0,0,"0.0","1.2","0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","BHA"
"70",439,"49262.jpg","Steele",36,"a",49262,"Jason","Steele",23,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"1.5","0.0",812,654,812,654,0,0,0,0,0,0,"0.0","1.2","0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","BHA"
"71",440,"209362.jpg","Bernardo",36,"a",209362,"Bernardo","Fernandes da Silva Junior",30,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",535,88,535,88,0,0,0,0,0,0,"0.0","1.7","0.7",FALSE,90,0,0,0,2,0,0,0,1,0,0,0,11,"18.0","1.8","0.0","2.0",0,"DEF","BHA"
"72",466,"227127.jpg","Bissouma",36,"a",227127,"Yves","Bissouma",8,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.1","1.0",151,59,151,59,0,0,0,0,1,1,"1.0","1.5","0.5",FALSE,30,0,0,0,0,0,0,0,0,0,0,0,2,"1.4","1.5","9.0","1.2",0,"MID","BHA"
"73",476,"165210.jpg","Jahanbakhsh",36,"a",165210,"Alireza","Jahanbakhsh",16,"",70,NA,NA,NA,"0.1","0.1",0,0,0,0,FALSE,0,"1.6","1.0",4079,202,4079,202,0,0,0,0,1,1,"1.0","2.4","1.4",FALSE,19,0,0,0,0,0,0,0,0,0,0,0,3,"2.4","14.1","0.0","1.7",0,"MID","BHA"
"74",503,"86153.jpg","Montoya",36,"a",86153,"Martín","Montoya",NA,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",644,161,644,161,0,0,0,0,0,0,"0.0","1.7","0.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","BHA"
"75",67,"21205.jpg","Heaton",90,"a",21205,"Tom","Heaton",1,"",50,"2018-08-12T12:31:12Z",75,100,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",304,97,304,97,0,0,0,0,0,0,"0.0","2.4","3.1",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","BUR"
"76",68,"98747.jpg","Pope",90,"i",98747,"Nick","Pope",29,"Shoulder Dislocation - Unknown return date",50,"2018-07-27T07:01:08Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",2388,57,2388,57,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","BUR"
"77",69,"68983.jpg","Lowton",90,"a",68983,"Matthew","Lowton",2,"",50,NA,NA,NA,"1.2","1.2",0,0,0,0,FALSE,0,"1.0","6.0",835,932,835,932,0,0,0,0,6,6,"6.0","2.6","2.6",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,"11.0","6.8","1.0","1.9",0,"DEF","BUR"
"78",70,"51927.jpg","Mee",90,"a",51927,"Ben","Mee",6,"",50,NA,NA,NA,"1.6","1.6",0,0,0,0,FALSE,0,"4.9","8.0",2956,6710,2956,6710,0,0,0,0,8,8,"8.0","2.6","2.6",FALSE,90,0,0,1,0,0,0,0,0,0,0,2,31,"34.4","10.8","6.0","5.1",0,"DEF","BUR"
"79",71,"40616.jpg","Ward",90,"a",40616,"Stephen","Ward",23,"",50,"2018-08-03T12:31:10Z",100,100,"1.2","1.2",0,0,0,0,FALSE,0,"2.6","6.0",1921,2379,1921,2379,0,0,0,0,6,6,"6.0","2.6","2.6",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,24,"19.8","3.4","19.0","4.2",0,"DEF","BUR"
"80",72,"17761.jpg","Tarkowski",90,"a",17761,"James","Tarkowski",5,"",50,NA,NA,NA,"1.4","1.4",0,0,0,0,FALSE,0,"9.8","7.0",5515,5504,5515,5504,0,0,0,0,7,7,"7.0","2.6","2.6",FALSE,90,0,0,1,0,0,0,0,0,0,0,1,30,"50.8","10.5","6.0","6.7",0,"DEF","BUR"
"81",73,"41674.jpg","Long",90,"a",41674,"Kevin","Long",28,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.9","0.0",2547,450,2547,450,0,0,0,0,0,0,"0.0","2.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","BUR"
"82",74,"103914.jpg","Taylor",90,"a",103914,"Charlie","Taylor",3,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.3","1.0",484,299,484,299,0,0,0,0,1,1,"1.0","2.2","2.2",FALSE,3,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.0","0.0","0.0",0,"DEF","BUR"
"83",75,"17997.jpg","Bardsley",90,"a",17997,"Phil","Bardsley",26,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",480,121,480,121,0,0,0,0,0,0,"0.0","2.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","BUR"
"84",76,"60586.jpg","Gudmundsson",90,"a",60586,"Johann Berg","Gudmundsson",7,"",60,NA,NA,NA,"0.5","0.5",0,0,0,0,FALSE,0,"2.0","3.0",3138,824,3138,824,0,0,0,0,3,3,"3.0","2.5","2.5",FALSE,86,0,0,1,0,0,0,0,0,0,0,0,6,"7.0","31.1","41.0","7.9",0,"MID","BUR"
"85",77,"39847.jpg","Defour",90,"d",39847,"Steven","Defour",16,"Calf injury - 75% chance of playing",55,"2018-07-05T14:31:07Z",75,75,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",76,32,76,32,0,0,0,0,0,0,"0.0","1.7","1.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","BUR"
"86",78,"83314.jpg","Hendrick",90,"a",83314,"Jeff","Hendrick",13,"",55,NA,NA,NA,"0.5","0.5",0,0,0,0,FALSE,0,"0.2","3.0",311,201,311,201,0,0,0,0,3,3,"3.0","2.2","2.2",FALSE,75,0,0,1,0,0,0,0,0,0,0,0,1,"5.4","6.5","33.0","4.5",0,"MID","BUR"
"87",79,"90517.jpg","Brady",90,"d",90517,"Robbie","Brady",12,"Hamstring injury - 75% chance of playing",55,"2018-07-29T19:31:09Z",75,75,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",128,26,128,26,0,0,0,0,0,0,"0.0","1.7","1.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","BUR"
"88",80,"60551.jpg","Westwood",90,"a",60551,"Ashley","Westwood",18,"",45,"2018-08-03T12:31:10Z",100,100,"0.7","0.7",0,0,0,0,FALSE,0,"0.4","3.0",1113,6260,1113,6260,0,0,0,0,3,3,"3.0","1.8","1.8",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,13,"15.4","25.3","9.0","5.0",0,"MID","BUR"
"89",81,"12813.jpg","Walters",90,"a",12813,"Jonathan","Walters",19,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",217,68,217,68,0,0,0,0,0,0,"0.0","2.0","2.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","BUR"
"90",82,"40145.jpg","Cork",90,"a",40145,"Jack","Cork",4,"",50,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"1.2","2.0",2805,192,2805,192,0,0,0,0,2,2,"2.0","2.0","2.0",FALSE,90,0,0,1,0,0,0,0,1,0,0,0,10,"10.2","33.8","2.0","4.6",0,"MID","BUR"
"91",83,"17349.jpg","Lennon",90,"a",17349,"Aaron","Lennon",25,"",50,"2018-08-08T19:01:10Z",100,100,"0.6","0.6",0,0,0,0,FALSE,0,"0.4","3.0",669,821,669,821,0,0,0,0,3,3,"3.0","2.0","2.0",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,6,"10.0","12.3","17.0","3.9",0,"MID","BUR"
"92",84,"40399.jpg","Vokes",90,"a",40399,"Sam","Vokes",9,"",55,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"1.2","1.0",2467,1293,2467,1293,0,0,0,0,1,1,"1.0","2.0","2.0",FALSE,17,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.0","4.0","0.2",0,"FWD","BUR"
"93",85,"44699.jpg","Barnes",90,"a",44699,"Ashley","Barnes",10,"",60,"2018-07-24T09:01:08Z",100,100,"0.2","0.2",0,0,0,0,FALSE,0,"1.0","1.0",2305,719,2305,719,0,0,0,0,1,1,"1.0","2.3","2.3",FALSE,14,0,0,0,0,0,0,0,0,0,0,0,4,"5.2","10.3","7.0","2.3",0,"FWD","BUR"
"94",86,"92383.jpg","Wells",90,"a",92383,"Nahki","Wells",21,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"2.3","0.0",4220,2605,4220,2605,0,0,0,0,0,0,"0.0","1.6","1.6",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","BUR"
"95",87,"60689.jpg","Wood",90,"a",60689,"Chris","Wood",11,"",65,"2018-08-12T12:31:12Z",75,100,"0.3","0.3",0,0,0,0,FALSE,0,"0.5","2.0",982,879,982,879,0,0,0,0,2,2,"2.0","1.9","2.5",FALSE,72,0,0,1,0,0,0,0,0,0,0,0,2,"5.8","2.8","52.0","6.1",0,"FWD","BUR"
"96",485,"39725.jpg","Lindegaard",90,"a",39725,"Anders","Lindegaard",22,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",297,42,297,42,0,0,0,0,0,0,"0.0","2.5","2.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","BUR"
"97",490,"15749.jpg","Hart",90,"a",15749,"Joe","Hart",20,"",45,NA,NA,NA,"1.6","1.6",0,0,0,0,FALSE,0,"4.8","7.0",2255,13973,2255,13973,0,0,0,0,7,7,"7.0","2.5","2.5",FALSE,90,0,0,1,0,0,0,0,0,0,3,0,26,"27.0","0.0","0.0","2.7",0,"GKP","BUR"
"98",491,"83312.jpg","Gibson",90,"a",83312,"Ben","Gibson",14,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",890,171,890,171,0,0,0,0,0,0,"0.0","2.6","2.6",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","BUR"
"99",495,"81183.jpg","Vydra",90,"d",81183,"Matej","Vydra",27,"Lack of match fitness - 25% chance of playing",60,"2018-08-10T14:31:13Z",25,25,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",741,75,741,75,0,0,0,0,0,0,"0.0","0.6","0.6",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","BUR"
"100",33,"48615.jpg","Arter",97,"a",48615,"Harry","Arter",NA,"",50,"2018-08-10T09:01:12Z",0,100,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",1086,137,1086,137,0,0,0,0,0,0,"0.0","0.0","1.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CAR"
"101",88,"88734.jpg","Etheridge",97,"a",88734,"Neil","Etheridge",1,"",45,NA,NA,NA,"1.3","1.3",0,0,0,0,FALSE,0,"0.3","6.0",252,867,252,867,0,0,0,0,6,6,"6.0","1.5","1.5",FALSE,90,0,0,0,2,0,1,0,0,0,2,0,26,"37.8","0.0","0.0","3.8",0,"GKP","CAR"
"102",89,"45220.jpg","Smithies",97,"a",45220,"Alex","Smithies",12,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",299,37,299,37,0,0,0,0,0,0,"0.0","1.5","1.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","CAR"
"103",90,"49982.jpg","Morrison",97,"a",49982,"Sean","Morrison",4,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.6","1.0",1636,194,1636,194,0,0,0,0,1,1,"1.0","1.6","1.6",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,14,"28.2","10.6","41.0","8.0",0,"DEF","CAR"
"104",91,"19523.jpg","Bamba",97,"a",19523,"Sol","Bamba",22,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.8","1.0",1470,311,1470,311,0,0,0,0,1,1,"1.0","1.2","1.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,7,"7.2","0.9","0.0","0.8",0,"DEF","CAR"
"105",92,"49382.jpg","Ecuele Manga",97,"a",49382,"Bruno","Ecuele Manga",5,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.1","1.0",202,64,202,64,0,0,0,0,1,1,"1.0","1.2","1.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,8,"15.4","0.2","0.0","1.6",0,"DEF","CAR"
"106",93,"27698.jpg","Connolly",97,"a",27698,"Matthew","Connolly",16,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"1.6","0.0",4170,784,4170,784,0,0,0,0,0,0,"0.0","0.7","0.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CAR"
"107",94,"56981.jpg","Bennett",97,"a",56981,"Joe","Bennett",3,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.2","1.0",337,144,337,144,0,0,0,0,1,1,"1.0","1.2","1.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,14,"16.4","1.8","0.0","1.8",0,"DEF","CAR"
"108",95,"38716.jpg","Peltier",97,"a",38716,"Lee","Peltier",2,"",40,"2018-07-30T11:01:09Z",100,100,"0.0","0.0",0,0,0,0,FALSE,0,"4.1","0.0",5206,2798,5206,2798,0,0,0,0,0,0,"0.0","0.7","0.7",FALSE,90,0,0,0,2,0,0,0,1,0,0,0,6,"10.8","1.0","0.0","1.2",0,"DEF","CAR"
"109",96,"73459.jpg","Jazz Richards",97,"a",73459,"Ashley Darel Jazz","Richards",6,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"1.0","0.0",1993,474,1993,474,0,0,0,0,0,0,"0.0","0.7","0.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CAR"
"110",97,"14927.jpg","Halford",97,"u",14927,"Greg","Halford",NA,"Contract expired",40,"2018-07-09T09:22:51Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",123,41,123,41,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CAR"
"111",98,"104073.jpg","Ralls",97,"a",104073,"Joe","Ralls",8,"",50,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.3","2.0",1168,122,1168,122,0,0,0,0,2,2,"2.0","1.0","1.0",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,12,"16.4","15.9","8.0","4.0",0,"MID","CAR"
"112",99,"49806.jpg","Hoilett",97,"a",49806,"David Junior","Hoilett",33,"",55,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.4","2.0",1176,147,1176,147,0,0,0,0,2,2,"2.0","1.2","1.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,6,"11.8","25.4","8.0","4.5",0,"MID","CAR"
"113",100,"76360.jpg","Mendez-Laing",97,"a",76360,"Nathaniel","Mendez-Laing",19,"",50,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.1","2.0",215,62,215,62,0,0,0,0,2,2,"2.0","1.0","1.0",FALSE,62,0,0,0,1,0,0,0,0,0,0,0,4,"3.6","0.9","13.0","1.8",0,"MID","CAR"
"114",101,"122797.jpg","Paterson",97,"a",122797,"Callum","Paterson",13,"",55,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.2","2.0",455,38,455,38,0,0,0,0,2,2,"2.0","1.2","1.2",FALSE,62,0,0,0,1,0,0,0,0,0,0,0,10,"7.4","11.3","18.0","3.7",0,"MID","CAR"
"115",102,"49845.jpg","Gunnarsson",97,"i",49845,"Aron","Gunnarsson",17,"Knee injury - Expected back 25 Aug",45,"2018-08-11T18:01:12Z",NA,0,"0.0","0.0",0,0,0,0,FALSE,0,"1.3","0.0",6194,233,6194,233,0,0,0,0,0,0,"0.0","0.8","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CAR"
"116",103,"40451.jpg","Pilkington",97,"a",40451,"Anthony","Pilkington",NA,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",614,80,614,80,0,0,0,0,0,0,"0.0","0.8","0.8",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CAR"
"117",104,"54527.jpg","Damour",97,"a",54527,"Loïc","Damour",20,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",184,33,184,33,0,0,0,0,0,0,"0.0","0.8","0.8",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CAR"
"118",105,"75826.jpg","Ward",97,"a",75826,"Danny","Ward",9,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.3","1.0",732,338,732,338,0,0,0,0,1,1,"1.0","0.8","0.8",FALSE,28,0,0,0,1,0,0,0,0,0,0,0,3,"0.0","1.1","0.0","0.1",0,"MID","CAR"
"119",106,"114245.jpg","Murphy",97,"a",114245,"Josh","Murphy",11,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.3","1.0",1208,97,1208,97,0,0,0,0,1,1,"1.0","1.0","1.0",FALSE,27,0,0,0,1,0,0,0,0,0,0,0,4,"4.4","20.6","22.0","4.7",0,"MID","CAR"
"120",107,"82078.jpg","Zohore",97,"d",82078,"Kenneth","Zohore",10,"Groin Injury - 75% chance of playing",50,"2018-08-11T18:01:12Z",NA,75,"0.0","0.0",0,0,0,0,FALSE,0,"0.7","0.0",3111,233,3111,233,0,0,0,0,0,0,"0.0","0.8","0.6",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","CAR"
"121",108,"114054.jpg","Bogle",97,"u",114054,"Omar","Bogle",30,"Season-long loan to Birmingham City",45,"2018-08-08T08:43:30Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",1679,77,1679,77,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","CAR"
"122",109,"45196.jpg","Madine",97,"a",45196,"Gary","Madine",24,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"1.3","1.0",2596,5472,2596,5472,0,0,0,0,1,1,"1.0","0.6","0.6",FALSE,2,0,0,0,1,0,0,0,0,0,0,0,5,"2.0","0.0","0.0","0.2",0,"FWD","CAR"
"123",110,"96994.jpg","Reid",97,"a",96994,"Bobby","Reid",14,"",55,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.7","2.0",1462,1109,1462,1109,0,0,0,0,2,2,"2.0","1.0","1.0",FALSE,87,0,0,0,1,0,0,0,0,0,0,0,8,"8.0","25.8","35.0","6.9",0,"FWD","CAR"
"124",467,"80792.jpg","Cunningham",97,"a",80792,"Greg","Cunninghamm",18,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",287,27,287,27,0,0,0,0,0,0,"0.0","1.2","1.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CAR"
"125",504,"175946.jpg","Camarasa",97,"a",175946,"Víctor","Camarasa",21,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",194,119,194,119,0,0,0,0,0,0,"0.0","0.8","0.8",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CAR"
"126",111,"60772.jpg","Courtois",8,"u",60772,"Thibaut","Courtois",13,"Transferred to Real Madrid",55,"2018-08-09T06:49:10Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"1.2","0.0",20962,23,20962,23,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","CHE"
"127",112,"20310.jpg","Caballero",8,"a",20310,"Willy","Caballero",13,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",810,166,810,166,0,0,0,0,0,0,"0.0","3.6","2.6",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","CHE"
"128",113,"41328.jpg","Azpilicueta",8,"a",41328,"César","Azpilicueta",28,"",65,NA,NA,NA,"0.9","0.9",0,0,0,0,FALSE,0,"16.1","6.0",13054,4543,13054,4543,0,0,0,0,6,6,"6.0","4.7","3.7",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,29,"22.6","9.9","0.0","3.3",0,"DEF","CHE"
"129",114,"19419.jpg","Cahill",8,"a",19419,"Gary","Cahill",24,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"1.4","0.0",5980,730,5980,730,0,0,0,0,0,0,"0.0","3.7","2.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CHE"
"130",115,"82263.jpg","Alonso",8,"a",82263,"Marcos","Alonso",3,"",65,NA,NA,NA,"1.7","1.7",0,0,0,0,FALSE,0,"17.3","11.0",7110,35340,7110,35340,0,0,0,0,11,11,"11.0","4.7","3.7",FALSE,90,0,1,1,0,0,0,0,0,0,0,2,32,"13.0","19.9","18.0","5.1",0,"DEF","CHE"
"131",116,"41270.jpg","David Luiz",8,"a",41270,"David","Luiz Moreira Marinho",30,"",55,"2018-07-05T14:31:07Z",100,100,"0.9","0.9",0,0,0,0,FALSE,0,"4.0","5.0",5628,11098,5628,11098,0,0,0,0,5,5,"5.0","3.7","2.7",FALSE,90,0,0,1,0,0,0,0,1,0,0,0,27,"20.2","2.0","0.0","2.2",0,"DEF","CHE"
"132",117,"49013.jpg","Moses",8,"a",49013,"Victor","Moses",15,"",60,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"4.3","1.0",14321,926,14321,926,0,0,0,0,1,1,"1.0","4.2","3.2",FALSE,9,0,0,0,0,0,0,0,0,0,0,0,2,"1.2","10.8","0.0","1.2",0,"DEF","CHE"
"133",118,"102380.jpg","Rüdiger",8,"a",102380,"Antonio","Rüdiger",2,"",60,NA,NA,NA,"1.5","1.5",0,0,0,0,FALSE,0,"3.1","9.0",2830,5869,2830,5869,0,0,0,0,9,9,"9.0","4.2","3.2",FALSE,90,0,0,1,0,0,0,0,0,0,0,3,35,"20.6","11.9","21.0","5.4",0,"DEF","CHE"
"134",119,"135363.jpg","Christensen",8,"a",135363,"Andreas","Christensen",27,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"1.2","0.0",6806,337,6806,337,0,0,0,0,0,0,"0.0","3.7","2.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CHE"
"135",120,"105700.jpg","Zappacosta",8,"a",105700,"Davide","Zappacosta",21,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",1591,189,1591,189,0,0,0,0,0,0,"0.0","3.7","2.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CHE"
"136",121,"109533.jpg","Emerson",8,"a",109533,"Emerson","Palmieri dos Santos",33,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",788,75,788,75,0,0,0,0,0,0,"0.0","3.7","2.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CHE"
"137",122,"42786.jpg","Hazard",8,"a",42786,"Eden","Hazard",10,"",105,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"11.0","4.0",11439,13238,11439,13238,0,0,0,0,4,4,"4.0","4.9","3.9",FALSE,14,0,1,0,0,0,0,0,0,0,0,0,21,"23.8","13.8","10.0","4.8",0,"MID","CHE"
