"","id","photo","web_name","team_code","status","code","first_name","second_name","squad_number","news","now_cost","news_added","chance_of_playing_this_round","chance_of_playing_next_round","value_form","value_season","cost_change_start","cost_change_event","cost_change_start_fall","cost_change_event_fall","in_dreamteam","dreamteam_count","selected_by_percent","form","transfers_out","transfers_in","transfers_out_event","transfers_in_event","loans_in","loans_out","loaned_in","loaned_out","total_points","event_points","points_per_game","ep_this","ep_next","special","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","element_type","team"
"138",123,"17878.jpg","Fàbregas",8,"d",17878,"Cesc","Fàbregas",4,"Knee injury - 75% chance of playing",65,"2018-08-11T18:01:12Z",100,75,"0.0","0.0",0,0,0,0,FALSE,0,"1.3","0.0",11132,511,11132,511,0,0,0,0,0,0,"0.0","3.2","1.6",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CHE"
"139",124,"47431.jpg","Willian",8,"a",47431,"Willian","Borges Da Silva",22,"",75,NA,NA,NA,"0.8","0.8",0,0,0,0,FALSE,0,"9.2","6.0",11921,17697,11921,17697,0,0,0,0,6,6,"6.0","3.6","2.6",FALSE,75,0,1,1,0,0,0,0,0,0,0,0,17,"26.4","48.3","22.0","9.7",0,"MID","CHE"
"140",125,"49579.jpg","Pedro",8,"a",49579,"Pedro","Rodríguez Ledesma",11,"",65,NA,NA,NA,"1.4","1.4",0,0,0,0,FALSE,0,"2.6","9.0",4194,17220,4194,17220,0,0,0,0,9,9,"9.0","3.2","2.2",FALSE,80,1,0,1,0,0,0,0,0,0,0,1,31,"42.6","19.4","21.0","8.3",0,"MID","CHE"
"141",126,"116594.jpg","Kanté",8,"a",116594,"N'Golo","Kanté",7,"",50,NA,NA,NA,"1.6","1.6",0,0,0,0,FALSE,0,"20.9","8.0",13001,38525,13001,38525,0,0,0,0,8,8,"8.0","2.5","1.5",FALSE,90,1,0,1,0,0,0,0,0,0,0,0,30,"42.4","11.2","17.0","7.1",0,"MID","CHE"
"142",127,"88894.jpg","Barkley",8,"a",88894,"Ross","Barkley",8,"",60,NA,NA,NA,"0.5","0.5",0,0,0,0,FALSE,0,"0.5","3.0",1535,926,1535,926,0,0,0,0,3,3,"3.0","3.0","2.0",FALSE,67,0,0,1,0,0,0,0,0,0,0,0,12,"7.4","17.8","20.0","4.5",0,"MID","CHE"
"143",128,"61603.jpg","Drinkwater",8,"a",61603,"Daniel","Drinkwater",6,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",748,118,748,118,0,0,0,0,0,0,"0.0","2.5","1.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CHE"
"144",129,"169102.jpg","Bakayoko",8,"a",169102,"Tiemoué","Bakayoko",14,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",1809,199,1809,199,0,0,0,0,0,0,"0.0","2.5","1.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CHE"
"145",130,"199598.jpg","Ampadu",8,"a",199598,"Ethan","Ampadu",44,"",45,"2018-07-05T14:31:07Z",100,100,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",173,68,173,68,0,0,0,0,0,0,"0.0","2.3","1.3",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CHE"
"146",131,"209046.jpg","Hudson-Odoi",8,"a",209046,"Callum","Hudson-Odoi",20,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"2.3","0.0",9251,672,9251,672,0,0,0,0,0,0,"0.0","2.3","1.3",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CHE"
"147",132,"126187.jpg","Loftus-Cheek",8,"a",126187,"Ruben","Loftus-Cheek",12,"",55,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"1.2","1.0",2992,233,2992,233,0,0,0,0,1,1,"1.0","2.7","1.7",FALSE,22,0,0,0,0,0,0,0,0,0,0,0,5,"2.2","1.3","0.0","0.4",0,"MID","CHE"
"148",133,"44346.jpg","Giroud",8,"a",44346,"Olivier","Giroud",18,"",80,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"3.9","0.0",12859,1037,12859,1037,0,0,0,0,0,0,"0.0","3.8","2.8",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","CHE"
"149",134,"88482.jpg","Morata",8,"a",88482,"Álvaro","Morata",29,"",90,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"3.2","2.0",10051,2971,10051,2971,0,0,0,0,2,2,"2.0","4.4","3.4",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,1,"2.0","6.9","40.0","4.9",0,"FWD","CHE"
"150",459,"85955.jpg","Jorginho",8,"a",85955,"Jorge Luiz","Frello Filho",5,"",50,NA,NA,NA,"1.8","1.8",0,0,0,0,FALSE,0,"10.5","9.0",7769,68608,7769,68608,0,0,0,0,9,9,"9.0","2.5","1.5",FALSE,90,1,0,1,0,0,0,0,0,0,0,1,31,"52.6","9.3","17.0","7.9",0,"MID","CHE"
"151",496,"173879.jpg","Abraham",8,"a",173879,"Tammy","Abraham",19,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",773,227,773,227,0,0,0,0,0,0,"0.0","2.5","1.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","CHE"
"152",498,"109745.jpg","Kepa",8,"a",109745,"Kepa","Arrizabalaga",1,"",55,NA,NA,NA,"1.1","1.1",0,0,0,0,FALSE,0,"3.4","6.0",3351,14397,3351,14397,0,0,0,0,6,6,"6.0","4.3","3.3",FALSE,90,0,0,1,0,0,0,0,0,0,1,0,23,"9.2","0.0","0.0","0.9",0,"GKP","CHE"
"153",499,"91651.jpg","Kovacic",8,"a",91651,"Mateo","Kovacic",17,"",60,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"1.3","0.0",7685,2169,7685,2169,0,0,0,0,0,0,"0.0","3.0","2.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CHE"
"154",135,"20066.jpg","Hennessey",31,"a",20066,"Wayne","Hennessey",13,"",45,NA,NA,NA,"2.0","2.0",0,0,0,0,FALSE,0,"1.7","9.0",1974,11953,1974,11953,0,0,0,0,9,9,"9.0","2.5","1.0",FALSE,90,0,0,1,0,0,0,0,0,0,6,1,33,"42.6","0.0","0.0","4.3",0,"GKP","CRY"
"155",136,"11554.jpg","Speroni",31,"a",11554,"Julian","Speroni",1,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"15.1","0.0",11654,2235,11654,2235,0,0,0,0,0,0,"0.0","1.7","0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","CRY"
"156",137,"40836.jpg","Guaita",31,"a",40836,"Vicente","Guaita",31,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",652,31,652,31,0,0,0,0,0,0,"0.0","2.5","1.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","CRY"
"157",138,"49413.jpg","Tomkins",31,"a",49413,"James","Tomkins",5,"",45,NA,NA,NA,"1.3","1.3",0,0,0,0,FALSE,0,"8.8","6.0",10659,3178,10659,3178,0,0,0,0,6,6,"6.0","2.2","0.7",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,29,"27.2","0.4","21.0","4.9",0,"DEF","CRY"
"158",139,"19188.jpg","Dann",31,"i",19188,"Scott","Dann",6,"Knee injury - Unknown return date",45,"2018-07-05T14:31:07Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",75,24,75,24,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CRY"
"159",140,"58786.jpg","Kelly",31,"a",58786,"Martin","Kelly",34,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"8.2","0.0",21876,2345,21876,2345,0,0,0,0,0,0,"0.0","1.7","0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CRY"
"160",141,"86417.jpg","Schlupp",31,"a",86417,"Jeffrey","Schlupp",15,"",45,NA,NA,NA,"2.4","2.4",0,0,0,0,TRUE,1,"1.4","11.0",3020,22959,3020,22959,0,0,0,0,11,11,"11.0","2.2","0.7",FALSE,90,1,0,1,0,0,0,0,1,0,0,0,30,"42.6","1.4","19.0","6.3",0,"DEF","CRY"
"161",142,"74230.jpg","van Aanholt",31,"a",74230,"Patrick","van Aanholt",3,"",55,NA,NA,NA,"2.0","2.0",0,0,0,0,FALSE,0,"5.7","11.0",4386,15231,4386,15231,0,0,0,0,11,11,"11.0","3.2","1.7",FALSE,90,0,1,1,0,0,0,0,0,0,0,2,36,"35.6","22.4","23.0","8.1",0,"DEF","CRY"
"162",143,"40784.jpg","Sakho",31,"a",40784,"Mamadou","Sakho",12,"",50,NA,NA,NA,"1.4","1.4",0,0,0,0,FALSE,0,"1.6","7.0",1607,2362,1607,2362,0,0,0,0,7,7,"7.0","2.6","1.1",FALSE,90,0,0,1,0,0,0,0,0,0,0,1,33,"18.6","0.1","0.0","1.9",0,"DEF","CRY"
"163",144,"173954.jpg","Riedewald",31,"a",173954,"Jairo","Riedewald",44,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",283,55,283,55,0,0,0,0,0,0,"0.0","2.2","0.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CRY"
"164",145,"214590.jpg","Wan-Bissaka",31,"a",214590,"Aaron","Wan-Bissaka",29,"",40,NA,NA,NA,"3.0","3.0",0,0,0,0,TRUE,1,"17.6","12.0",3811,132673,3811,132673,0,0,0,0,12,12,"12.0","1.7","0.2",FALSE,90,0,1,1,0,0,0,0,0,0,0,3,38,"46.0","14.0","0.0","6.0",0,"DEF","CRY"
"165",146,"19197.jpg","Puncheon",31,"a",19197,"Jason","Puncheon",42,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.8","0.0",1960,435,1960,435,0,0,0,0,0,0,"0.0","1.8","0.3",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CRY"
"166",147,"50471.jpg","McArthur",31,"a",50471,"James","McArthur",18,"",50,NA,NA,NA,"0.6","0.6",0,0,0,0,FALSE,0,"1.7","3.0",4517,583,4517,583,0,0,0,0,3,3,"3.0","2.0","0.5",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,14,"14.2","12.4","2.0","2.9",0,"MID","CRY"
"167",148,"44343.jpg","Sako",31,"u",44343,"Bakary","Sako",NA,"Contract ended",50,"2018-08-12T10:04:56Z",100,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",241,95,241,95,0,0,0,0,0,0,"0.0","2.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CRY"
"168",149,"60252.jpg","Townsend",31,"a",60252,"Andros","Townsend",10,"",60,NA,NA,NA,"0.5","0.5",0,0,0,0,FALSE,0,"2.3","3.0",5431,646,5431,646,0,0,0,0,3,3,"3.0","2.5","1.0",FALSE,87,0,0,1,0,0,0,0,0,0,0,0,9,"27.6","17.5","18.0","6.3",0,"MID","CRY"
"169",150,"66975.jpg","Milivojevic",31,"a",66975,"Luka","Milivojevic",4,"",65,NA,NA,NA,"0.5","0.5",0,0,0,0,FALSE,0,"9.3","3.0",23486,1348,23486,1348,0,0,0,0,3,3,"3.0","2.7","1.2",FALSE,90,0,0,1,0,0,0,0,0,0,0,0,16,"16.8","34.6","0.0","5.1",0,"MID","CRY"
"170",151,"82403.jpg","Zaha",31,"a",82403,"Wilfried","Zaha",11,"",70,NA,NA,NA,"0.7","0.7",0,0,0,0,FALSE,0,"31.5","5.0",20255,41071,20255,41071,0,0,0,0,5,5,"5.0","2.8","1.3",FALSE,90,1,0,1,0,0,0,0,1,0,0,0,17,"37.4","8.3","52.0","9.8",0,"FWD","CRY"
"171",152,"54861.jpg","Benteke",31,"a",54861,"Christian","Benteke",17,"",65,"2018-07-23T12:31:08Z",100,100,"0.3","0.3",0,0,0,0,FALSE,0,"1.3","2.0",2401,2164,2401,2164,0,0,0,0,2,2,"2.0","2.5","1.0",FALSE,82,0,0,1,0,0,0,0,0,0,0,0,9,"13.6","24.0","48.0","8.6",0,"FWD","CRY"
"172",153,"143877.jpg","Sørloth",31,"a",143877,"Alexander","Sørloth",9,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.3","1.0",658,396,658,396,0,0,0,0,1,1,"1.0","1.8","0.3",FALSE,7,0,0,0,0,0,0,0,0,0,0,0,4,"2.2","10.3","2.0","1.5",0,"FWD","CRY"
"173",412,"55037.jpg","Kouyaté",31,"a",55037,"Cheikhou","Kouyaté",8,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.6","1.0",1721,182,1721,182,0,0,0,0,1,1,"1.0","2.0","0.5",FALSE,2,0,0,0,0,0,0,0,0,0,0,0,3,"5.0","0.0","17.0","2.2",0,"MID","CRY"
"174",441,"55494.jpg","Ward",31,"a",55494,"Joel","Ward",2,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",1352,156,1352,156,0,0,0,0,0,0,"0.0","2.2","0.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CRY"
"175",442,"185478.jpg","Jach",31,"u",185478,"Jaroslaw","Jach",33,"Season-long loan to Caykur Rizespor",40,"2018-07-25T08:16:36Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",341,36,341,36,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","CRY"
"176",443,"79228.jpg","Souaré",31,"a",79228,"Pape","Souaré",27,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.1","1.0",290,109,290,109,0,0,0,0,1,1,"1.0","2.2","0.7",FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,"1.0","0.1","0.0","0.1",0,"DEF","CRY"
"177",444,"59125.jpg","Wickham",31,"i",59125,"Connor","Wickham",21,"Muscle injury - Expected back 20 Aug",50,"2018-08-10T14:31:13Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",1180,65,1180,65,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","CRY"
"178",477,"138009.jpg","Kaikai",31,"a",138009,"Sullay","Kaikai",25,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",521,91,521,91,0,0,0,0,0,0,"0.0","1.8","0.3",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CRY"
"179",486,"141020.jpg","Meyer",31,"d",141020,"Max","Meyer",7,"Lack of match fitness - 75% chance of playing",60,"2018-08-12T08:01:13Z",NA,75,"0.0","0.0",0,0,0,0,FALSE,0,"0.8","0.0",5818,288,5818,288,0,0,0,0,0,0,"0.0","2.5","0.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","CRY"
"180",505,"80146.jpg","Jordan Ayew",31,"a",80146,"Jordan","Ayew",NA,"",60,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.5","0.0",2255,297,2255,297,0,0,0,0,0,0,"0.0","2.3","0.8",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","CRY"
"181",154,"111234.jpg","Pickford",11,"a",111234,"Jordan","Pickford",1,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"21.0","1.0",18443,6791,18443,6791,0,0,0,0,1,1,"1.0","3.1","3.1",FALSE,90,0,0,0,2,0,0,0,0,0,2,0,13,"15.0","0.0","0.0","1.5",0,"GKP","EVE"
"182",155,"10318.jpg","Stekelenburg",11,"a",10318,"Maarten","Stekelenburg",22,"",40,"2018-07-05T14:31:07Z",100,100,"0.0","0.0",0,0,0,0,FALSE,0,"4.8","0.0",2938,1491,2938,1491,0,0,0,0,0,0,"0.0","1.7","1.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","EVE"
"183",156,"12745.jpg","Baines",11,"a",12745,"Leighton","Baines",3,"",55,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"1.8","1.0",2675,1259,2675,1259,0,0,0,0,1,1,"1.0","3.2","3.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,17,"23.4","32.4","0.0","5.6",0,"DEF","EVE"
"184",157,"59949.jpg","Coleman",11,"a",59949,"Seamus","Coleman",23,"",55,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"3.1","1.0",4130,1463,4130,1463,0,0,0,0,1,1,"1.0","3.2","3.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,8,"26.4","1.8","21.0","4.9",0,"DEF","EVE"
"185",158,"7645.jpg","Jagielka",11,"s",7645,"Phil","Jagielka",6,"Suspended until 25 Aug",45,"2018-08-11T17:31:12Z",NA,0,"-0.7","-0.7",0,0,0,0,FALSE,0,"1.8","-3.0",16800,774,16800,774,0,0,0,0,-3,-3,"-3.0","2.2","0.0",FALSE,39,0,0,0,2,0,0,0,0,1,0,0,-5,"0.0","0.0","0.0","0.0",0,"DEF","EVE"
"186",159,"19159.jpg","Williams",11,"u",19159,"Ashley","Williams",5,"Season-long loan to Stoke",45,"2018-08-03T09:26:19Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",1221,23,1221,23,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","EVE"
"187",160,"194164.jpg","Holgate",11,"a",194164,"Mason","Holgate",2,"",45,"2018-08-11T16:01:16Z",0,100,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",253,278,253,278,0,0,0,0,0,0,"0.0","0.0","2.2",FALSE,47,0,0,0,2,0,0,0,0,0,0,0,8,"13.6","0.1","0.0","1.4",0,"DEF","EVE"
"188",161,"153673.jpg","Kenny",11,"a",153673,"Jonjoe","Kenny",43,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",870,206,870,206,0,0,0,0,0,0,"0.0","2.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","EVE"
"189",162,"106611.jpg","Keane",11,"a",106611,"Michael","Keane",4,"",50,NA,NA,NA,"1.0","1.0",0,0,0,0,FALSE,0,"2.7","5.0",2676,4681,2676,4681,0,0,0,0,5,5,"5.0","2.6","2.6",FALSE,90,0,1,0,2,0,0,0,0,0,0,1,27,"40.4","10.2","25.0","7.6",0,"DEF","EVE"
"190",163,"56192.jpg","Martina",11,"a",56192,"Cuco","Martina",15,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",679,134,679,134,0,0,0,0,0,0,"0.0","2.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","EVE"
"191",164,"20467.jpg","Walcott",11,"a",20467,"Theo","Walcott",11,"",65,"2018-08-02T07:01:09Z",100,100,"0.3","0.3",0,0,0,0,FALSE,0,"2.0","2.0",5500,2369,5500,2369,0,0,0,0,2,2,"2.0","2.7","2.7",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,6,"6.2","2.3","4.0","1.3",0,"MID","EVE"
"192",165,"55452.jpg","Bolasie",11,"a",55452,"Yannick","Bolasie",7,"",60,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",1781,200,1781,200,0,0,0,0,0,0,"0.0","2.5","2.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"193",166,"50472.jpg","McCarthy",11,"i",50472,"James","McCarthy",16,"Leg injury - Unknown return date",45,"2018-07-05T14:31:07Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",149,64,149,64,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"194",167,"42774.jpg","Schneiderlin",11,"a",42774,"Morgan","Schneiderlin",18,"",45,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"2.6","2.0",4246,5848,4246,5848,0,0,0,0,2,2,"2.0","1.8","1.8",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,14,"11.8","4.4","0.0","1.6",0,"MID","EVE"
"195",168,"80801.jpg","Gueye",11,"a",80801,"Idrissa","Gueye",17,"",50,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.6","2.0",1468,453,1468,453,0,0,0,0,2,2,"2.0","2.0","2.0",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,15,"13.6","3.5","0.0","1.7",0,"MID","EVE"
"196",169,"173807.jpg","Davies",11,"a",173807,"Tom","Davies",26,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",973,135,973,135,0,0,0,0,0,0,"0.0","2.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"197",170,"219352.jpg","Lookman",11,"a",219352,"Ademola","Lookman",31,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",1113,54,1113,54,0,0,0,0,0,0,"0.0","2.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"198",171,"109065.jpg","Klaassen",11,"u",109065,"Davy","Klaassen",20,"Transferred to Werder Bremen",60,"2018-07-27T13:20:35Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",104,3,104,3,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"199",172,"55422.jpg","Sigurdsson",11,"a",55422,"Gylfi","Sigurdsson",10,"",75,NA,NA,NA,"0.1","0.1",0,0,0,0,FALSE,0,"2.2","1.0",6682,1127,6682,1127,0,0,0,0,1,1,"1.0","3.1","3.1",FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","1.5","2.0","0.2",0,"MID","EVE"
"200",173,"180151.jpg","Vlasic",11,"a",180151,"Nikola","Vlasic",27,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",159,35,159,35,0,0,0,0,0,0,"0.0","2.0","2.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"201",174,"195855.jpg","Baningime",11,"a",195855,"Beni","Baningime",34,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",161,73,161,73,0,0,0,0,0,0,"0.0","1.8","1.8",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"202",175,"177815.jpg","Calvert-Lewin",11,"a",177815,"Dominic","Calvert-Lewin",29,"",55,"2018-08-02T07:31:09Z",100,100,"0.0","0.0",0,0,0,0,FALSE,0,"1.4","0.0",5235,498,5235,498,0,0,0,0,0,0,"0.0","2.0","2.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","EVE"
"203",176,"113688.jpg","Niasse",11,"a",113688,"Oumar","Niasse",19,"",55,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.9","1.0",2894,703,2894,703,0,0,0,0,1,1,"1.0","2.0","2.0",FALSE,9,0,0,0,0,0,0,0,0,0,0,0,1,"0.6","0.5","2.0","0.3",0,"FWD","EVE"
"204",177,"66838.jpg","Tosun",11,"a",66838,"Cenk","Tosun",14,"",70,NA,NA,NA,"0.7","0.7",0,0,0,0,FALSE,0,"6.7","5.0",6209,12187,6209,12187,0,0,0,0,5,5,"5.0","2.8","2.8",FALSE,80,0,1,0,2,0,0,0,0,0,0,0,18,"25.0","17.2","11.0","5.3",0,"FWD","EVE"
"205",393,"212319.jpg","Richarlison",11,"d",212319,"Richarlison","de Andrade",30,"Calf injury - 75% chance of playing",65,"2018-08-11T18:31:12Z",NA,75,"2.2","2.2",0,0,0,0,TRUE,1,"20.6","14.0",13105,103379,13105,103379,0,0,0,0,14,14,"14.0","2.7","2.0",FALSE,85,2,0,0,2,0,0,0,1,0,0,3,46,"78.2","5.6","56.0","14.0",0,"MID","EVE"
"206",469,"26901.jpg","Mirallas",11,"u",26901,"Kevin","Mirallas",8,"Season-long loan to Fiorentina",55,"2018-08-05T06:50:01Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",300,10,300,10,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"207",470,"108438.jpg","Sandro",11,"a",108438,"Sandro","Ramírez",9,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",1045,441,1045,441,0,0,0,0,0,0,"0.0","2.0","2.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","EVE"
"208",484,"101188.jpg","Digne",11,"a",101188,"Lucas","Digne",12,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"2.9","1.0",9308,1775,9308,1775,0,0,0,0,1,1,"1.0","2.6","2.6",FALSE,4,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.3","0.0","0.0",0,"DEF","EVE"
"209",506,"164511.jpg","Mina",11,"d",164511,"Yerry","Mina",13,"Lack of match fitness - 75% chance of playing",55,"2018-08-10T15:01:14Z",0,75,"0.0","0.0",0,0,0,0,FALSE,0,"2.1","0.0",9695,2250,9695,2250,0,0,0,0,0,0,"0.0","0.0","2.4",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","EVE"
"210",507,"100649.jpg","Bernard",11,"d",100649,"Bernard","Anício Caldeira Duarte",20,"Lack of match fitness - 75% chance of playing",60,"2018-08-10T15:01:14Z",0,75,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",2266,377,2266,377,0,0,0,0,0,0,"0.0","0.0","1.8",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
