"player_id","web_name","first_name","second_name","id","kickoff_time_formatted","event_name","opponent_name","opponent_short_name","is_home","difficulty","code","kickoff_time","team_h_score","team_a_score","finished","minutes","provisional_start_time","finished_provisional","event","team_a","team_h"
1,"Cech","Petr","Cech",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
2,"Leno","Bernd","Leno",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
3,"Koscielny","Laurent","Koscielny",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
4,"Bellerín","Héctor","Bellerín",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
5,"Monreal","Nacho","Monreal",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
6,"Holding","Rob","Holding",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
7,"Mustafi","Shkodran","Mustafi",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
8,"Kolasinac","Sead","Kolasinac",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
9,"Chambers","Calum","Chambers",56,"22 Sep 12:30","Gameweek 6","Watford","WAT",TRUE,3,987647,"2018-09-22T11:30:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,18,9
10,"Mavropanos","Konstantinos","Mavropanos",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
11,"Lichtsteiner","Stephan","Lichtsteiner",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
12,"Sokratis","Sokratis","Papastathopoulos",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
13,"Özil","Mesut","Özil",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
14,"Ramsey","Aaron","Ramsey",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
15,"Iwobi","Alex","Iwobi",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
16,"Elneny","Mohamed","Elneny",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
17,"Xhaka","Granit","Xhaka",51,"23 Sep 16:00","Gameweek 6","Everton","EVE",TRUE,2,987642,"2018-09-23T15:00:00Z",NA,NA,FALSE,0,FALSE,FALSE,6,8,1
